LOCATION,TYPE,DTE,VOUNO,REF_NO,PRICE_COST,QTY,UNITS,CATAGORY,DFLAG,AV_COST,WS_COST,RT_COST,SALE_COST,SUP_CUS,SUPP_CODE,BRAND_CODE,REF_NO2,ENTRYDTE,SALEMAN
1,5,1/16/2018,21810039,CD-185268020,0,5,1,P,,0,0,0,0,STKTR14,16-120P,0406,SECTION P,,
1,5,1/16/2018,21810039,CD-185271840,0,5,1,P,,0,0,0,0,STKTR14,16-120P,0406,SECTION P,,
1,5,1/16/2018,21810039,CD-162873000,0,20,1,P,,0,0,0,0,STKTR14,16-120P,0701,SECTION P,,
1,5,1/16/2018,21810039,CD-177809020,0,5,1,P,,0,0,0,0,STKTR14,16-120P,1001,SECTION P,,
1,5,1/16/2018,21810039,CD-634340030,0,10,1,P,,0,0,0,0,STKTR14,16-120P,1001,SECTION P,,
1,5,1/16/2018,21810039,CD-106893000,0,10,1,P,,0,0,0,0,STKTR14,16-120P,1004,SECTION P,,
1,5,1/16/2018,21810039,CD-147921000,0,10,1,P,,0,0,0,0,STKTR14,16-120P,1004,CDIOR,,
1,5,1/16/2018,21810039,CD-149233000,0,10,1,P,,0,0,0,0,STKTR14,16-120P,1004,SECTION P,,
1,5,1/16/2018,21810039,CD-141243400,0,20,1,P,,0,0,0,0,STKTR14,16-120P,1021,SECTION P,,
1,5,1/16/2018,21810039,CD-916695000,0,3,1,P,,0,0,0,0,STKTR14,16-120P,0184,SECTION P,,
1,5,1/16/2018,21810039,CD-916694000,0,3,1,P,,0,0,0,0,STKTR14,16-120P,0164,SECTION P,,
1,5,1/16/2018,21810039,CD-916782000,0,3,1,P,,0,0,0,0,STKTR14,16-120P,1022,SECTION P,,
1,5,1/16/2018,21810039,CD-916743000,0,3,1,P,,0,0,0,0,STKTR14,16-120P,0174,SECTION P,,
1,5,1/16/2018,21810040,CD-065123800,290,3,1,,,148.828,290,290,0,STKTR8,16-120,0117,CDIOR,,
1,5,1/16/2018,21810040,CD-065223009,284,4,1,,,157.441,284,284,0,STKTR8,16-120,0118,CDIOR,,
1,5,1/16/2018,21810040,CD-065224009,427,3,1,,,224.683,427,427,0,STKTR8,16-120,0118,CDIOR,,
1,5,1/16/2018,21810040,CD-378180000,349,1,1,,,235.753,349,349,0,STKTR8,16-120,0150,SECTION S,,
1,5,1/16/2018,21810040,CD-006622809,292,6,1,,,180.248,292,292,0,STKTR8,16-120,0153,CDIOR,,
1,5,1/16/2018,21810040,CD-006624809,410,6,1,,,265.627,410,410,0,STKTR8,16-120,0153,CDIOR,,
1,5,1/16/2018,21810040,CD-378043000,373,6,1,,,249.256,373,373,0,STKTR8,16-120,0153,SECTION S,,
1,5,1/16/2018,21810040,CD-6369-1,79,2,1,,,50.721,79,79,0,STKTR8,16-120,0153,CDIOR,,
1,5,1/16/2018,21810040,CD-005224009,345,4,1,,,212.792,345,345,0,STKTR8,16-120,0154,CDIOR,,
1,5,1/16/2018,21810040,CD-006224609,369,4,1,,,180.772,369,369,0,STKTR8,16-120,0154,CDIOR,,
1,5,1/16/2018,21810040,CD-006242009,284,6,1,,,187.168,284,284,0,STKTR8,16-120,0154,CDIOR,,
1,5,1/16/2018,21810040,CD-006244009,410,6,1,,,273.354,410,410,0,STKTR8,16-120,0154,CDIOR,,
1,5,1/16/2018,21810040,CD-072222709,313,3,1,,,183.327,313,313,0,STKTR8,16-120,0154,CDIOR,,
1,5,1/16/2018,21810040,CD-048922809,232,4,1,,,128.974,232,232,0,STKTR8,16-120,0159,CDIOR,,
1,5,1/16/2018,21810040,CD-048924809,323,3,1,,,159.567,323,323,0,STKTR8,16-120,0159,CDIOR,,
1,5,1/16/2018,21810040,CD-052486800,120,2,1,,,73.882,120,120,0,STKTR8,16-120,0159,CDIOR,,
1,5,1/16/2018,21810040,CD-056968000,135,1,1,,,89.186,135,135,0,STKTR8,16-120,0159,CDIOR,,
1,5,1/16/2018,21810040,CD-057484800,198,2,1,,,127.056,198,198,0,STKTR8,16-120,0159,CDIOR,,
1,5,1/16/2018,21810040,CD-544887800,144,2,1,,,87.518,144,144,0,STKTR8,16-120,0159,CDIOR,,
1,5,1/16/2018,21810040,CD-554873200,135,1,1,,,89.295,135,135,0,STKTR8,16-120,0159,SECTION S,,
1,5,1/16/2018,21810041,CCP-090955009,1050,6,1,,,551.641,1050,1050,0,STKTR22,16-1203,0001,SECTION S,,
1,5,1/16/2018,21810041,CCP-090655009,1050,2,1,,,500.987,1050,1050,0,STKTR22,16-1203,0379,SECTION S,,
1,5,1/16/2018,21810041,CCP-090755009,1050,2,1,,,385.502,1050,1050,0,STKTR22,16-1203,0380,SECTION S,,
1,5,1/16/2018,21810041,CCP-095355009,1050,3,1,,,546.687,1050,1050,0,STKTR22,16-1203,0383,SECTION S,,
1,5,1/16/2018,21810041,CCP-084028009,1500,2,1,,,804.435,1500,1500,0,STKTR22,16-1203,0387,SECTION S,,
1,5,1/16/2018,21810041,CCP-084055009,1050,6,1,,,561.807,1050,1050,0,STKTR22,16-1203,0387,SECTION S,,
1,5,1/16/2018,21810042,CCP-090955009,1050,6,1,,,551.641,1050,1050,0,STKTR14,16-1203,0001,SECTION S,,
1,5,1/16/2018,21810042,CCP-090628009,1500,1,1,,,768.071,1500,1500,0,STKTR14,16-1203,0379,SECTION S,,
1,5,1/16/2018,21810042,CCP-090755009,1050,2,1,,,385.502,1050,1050,0,STKTR14,16-1203,0380,SECTION S,,
1,5,1/16/2018,21810042,CCP-095355009,1050,4,1,,,546.687,1050,1050,0,STKTR14,16-1203,0383,SECTION S,,
1,5,1/16/2018,21810042,CCP-084155009,1050,1,1,,,513.072,1050,1050,0,STKTR14,16-1203,0385,SECTION S,,
1,5,1/16/2018,21810042,CCP-084055009,1050,6,1,,,561.807,1050,1050,0,STKTR14,16-1203,0387,SECTION S,,
1,5,1/17/2018,21810043,CD-241203409,0,1,1,P,,0,0,0,0,STKTR6,16-120P,0100,SECTION P,,
1,5,1/17/2018,21810043,CD-271524409,0,1,1,P,,0,0,0,0,STKTR6,16-120P,0371,SECTION P,,
1,5,1/17/2018,21810043,CD-267424009,0,1,1,P,,5.388,0,0,0,STKTR6,16-120P,0902,CDIOR,,
1,5,1/17/2018,21810043,CD-289724009,0,1,1,P,,0,0,0,0,STKTR6,16-120P,0102,SECTION P,,
1,5,1/17/2018,21810043,CD-287046-9,0,1,1,P,,2.128,0,0,0,STKTR6,16-120P,0102,CDIOR,,
1,5,1/17/2018,21810043,CD-269024009,0,1,1,P,,2.679,0,0,0,STKTR6,16-120P,0245,CDIOR,,
1,5,1/17/2018,21810043,CD-206624709,0,1,1,P,,0,0,0,0,STKTR6,16-120P,0056,CDIOR,,
1,5,1/17/2018,21810043,CD-209655009,0,1,1,P,,0,0,0,0,STKTR6,16-120P,0132,SECTION P,,
1,5,1/17/2018,21810043,CD-226655009,0,1,1,P,,0,0,0,0,STKTR6,16-120P,0132,CDIOR,,
1,5,1/17/2018,21810043,CD-249223009,0,1,1,P,,0,0,0,0,STKTR6,16-120P,1005,SECTION P,,
1,5,1/17/2018,21810043,CD-286624709,0,1,1,P,,0,0,0,0,STKTR6,16-120P,0132,CDIOR,,
1,5,1/17/2018,21810043,CD-247922709,0,1,1,P,,0,0,0,0,STKTR6,16-120P,1005,CDIOR,,
1,5,1/17/2018,21810043,CD-268924009,0,1,1,P,,0,0,0,0,STKTR6,16-120P,1005,SECTION P,,
1,5,1/17/2018,21810043,CD-246924009,0,1,1,P,,1.922,0,0,0,STKTR6,16-120P,1005,CDIOR,,
1,5,1/17/2018,21810044,CD-292353001,0,1,1,P,,0,0,0,0,STKTR8,16-120P,1000,SECTION P,,
1,5,1/17/2018,21810044,CD-292353002,0,1,1,P,,0,0,0,0,STKTR8,16-120P,1000,SECTION P,,
1,5,1/17/2018,21810044,CD-277525548,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0152,SECTION P,,
1,5,1/17/2018,21810044,CD-228506424,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0702,SECTION P,,
1,5,1/17/2018,21810044,CD-228506774,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0702,SECTION P,,
1,5,1/17/2018,21810044,CD-802760039,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0172,SECTION P,,
1,5,1/17/2018,21810044,CD-200298207,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0182,SECTION P,,
1,5,1/17/2018,21810044,CD-200298901,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0182,SECTION P,,
1,5,1/17/2018,21810044,CD-292354001,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0184,SECTION P,,
1,5,1/17/2018,21810045,CD-228506152,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0702,SECTION P,,
1,5,1/17/2018,21810045,CD-228506452,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0172,SECTION P,,
1,5,1/17/2018,21810045,CD-202712255,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0140,SECTION P,,
1,5,1/17/2018,21810045,CD-271935002,0,1,1,P,,0,0,0,0,STKTR8,16-120P,1002,SECTION P,,
1,5,1/17/2018,21810045,CD-271935003,0,1,1,P,,0,0,0,0,STKTR8,16-120P,1002,SECTION P,,
1,5,1/17/2018,21810045,CD-228506224,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0172,SECTION P,,
1,5,1/17/2018,21810045,CD-228506432,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0172,SECTION P,,
1,5,1/17/2018,21810045,CD-228506464,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0172,SECTION P,,
1,5,1/17/2018,21810045,CD-228506542,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0172,SECTION P,,
1,5,1/17/2018,21810045,CD-215625551,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0152,SECTION P,,
1,5,1/17/2018,21810045,CD-215625651,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0152,SECTION P,,
1,5,1/17/2018,21810045,CD-214809308,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0152,SECTION P,,
1,5,1/17/2018,21810045,CD-202860816,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0172,SECTION P,,
1,5,1/17/2018,21810045,CD-202860852,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0172,SECTION P,,
1,5,1/17/2018,21810045,CD-202860962,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0172,SECTION P,,
1,5,1/17/2018,21810045,CD-200294605,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0182,SECTION P,,
1,5,1/17/2018,21810045,CD-202296001,0,1,1,P,,0,0,0,0,STKTR8,16-120P,0182,SECTION P,,
1,2,1/18/2018,21810001,CD-273033000,0,2,1,P,,0,0,0,0,20-42,16-120P,0216,SECTION P,,
6,5,1/18/2018,21810046,CD-071523439,691,6,1,,,366.841,469.88,691,0,STKTR22,16-120,0110,SECTION S,,
6,5,1/18/2018,21810046,CD-071522439,533,8,1,,,285.08,362.44,533,0,STKTR22,16-120,0110,SECTION S,,
22,2,1/1/2018,18120001,CD-077885040,238,1,1,,,127.226,161.84,238,238,17-4491,16-120,0370,SECTION S,,
22,2,1/1/2018,18120002,CD-002873286,173,1,1,,,92.533,117.64,173,173,17-4491,16-120,0250,SECTION S,,
22,2,1/1/2018,18120002,CD-077325458,173,1,1,,,92.509,117.64,173,173,17-4491,16-120,0243,SECTION S,,
14,2,1/1/2018,18120001,CD-070695020,401,1,1,,,212.371,272.68,401,401,17-449,16-120,0347,SECTION S,,
14,2,1/1/2018,18120002,CD-091512009,395,1,1,,,211.311,268.6,395,395,17-449,16-120,0110,SECTION S,,
14,2,1/2/2018,18120003,CD-361524609,540,1,1,,,288.783,367.2,540,432,17-449,16-120P,0373,SECTION P,,
14,2,1/3/2018,18120004,CD-077926009,614,1,1,,,328.431,417.52,614,491,17-449,16-120,0159,SECTION S,,
14,2,1/3/2018,18120005,CCP-095328009,1500,1,1,,,791.705,1500,1500,1200,17-449,16-1203,0383,SECTION S,,
14,2,1/3/2018,18120005,CCP-084028009,1500,1,1,,,804.435,1500,1500,1200,17-449,16-1203,0387,SECTION S,,
14,2,1/3/2018,18120006,CD-077885022,238,1,1,,,127.307,161.84,238,238,17-449,16-120,0370,SECTION S,,
14,2,1/4/2018,18120007,CD-070720020,446,1,1,,,230.332,303.28,446,356,17-449,16-120,0347,SECTION S,,
14,2,1/5/2018,18120008,CD-002873126,173,1,1,,,92.533,117.64,173,173,17-449,16-120,0250,SECTION S,,
14,2,1/6/2018,18120009,CD-002867001,173,1,1,,,92.54,117.64,173,173,17-449,16-120,0235,CDIOR,,
14,2,1/6/2018,18120010,CD-002860972,168,1,1,,,77.224,114.24,168,168,17-449,16-120,0250,CDIOR,,
14,2,1/6/2018,18120011,CD-002116000,172,1,1,,,91.952,116.96,172,137.48731,17-449,16-120,0306,CDIOR,,
14,2,1/6/2018,18120011,CD-002536000,172,1,1,,,91.926,116.96,172,137.48731,17-449,16-120,0306,CDIOR,,
14,2,1/6/2018,18120011,CD-060850000,704,1,1,,,376.506,478.72,704,562.73874,17-449,16-120,0347,SECTION S,,
14,2,1/6/2018,18120011,CD-002645855,173,1,1,,,92.519,117.64,173,138.28665,17-449,16-120,0243,SECTION S,,
14,2,1/6/2018,18120012,CD-076970202,245,2,1,,,130.92,166.6,245,206.5,17-449,16-120,0211,CDIOR,,
14,2,1/6/2018,18120013,CD-918254000,512,1,1,,,273.883,348.16,512,409,17-449,16-120,0204,SECTION S,,
14,2,1/6/2018,18120014,CCP-090955009,1050,1,1,,,551.641,1050,1050,840,17-449,16-1203,0001,SECTION S,,
14,3,1/3/2018,18130001,CD-001800000,168,1,1,,,89.232,114.24,168,168,02-014,16-120,0159,SECTION S,,
14,3,1/4/2018,18130002,CD-361524609,540,1,1,,,288.783,367.2,540,431.90992,02-014,16-120P,0373,SECTION P,,
14,3,1/4/2018,18130002,CD-041542409,659,1,1,,,352.491,448.12,659,527.09008,02-014,16-120,0110,SECTION S,,
14,4,1/1/2018,18140001,CD-069797001,168,1,1,,,89.852,114.24,168,168,17-449,16-120,0200,SECTION S,,
14,4,1/3/2018,18140002,CCP-090916000,2100,1,1,,,1116.156,2100,2100,1680,17-449,16-1203,0386,SECTION S,,
14,4,1/6/2018,18140003,CD-918254000,512,1,1,,,273.883,348.16,512,409,17-449,16-120,0204,SECTION S,,
8,3,1/1/2018,18130001,CD-004158009,225,1,1,,,245.053,225,225,191,02-08,16-120,0110,CDIOR,,
22,2,1/2/2018,18120003,CCP-084055009,1050,1,1,,,561.807,1050,1050,1050,17-4491,16-1203,0387,SECTION S,,
22,2,1/2/2018,18120004,CD-068926009,560,1,1,,,299.51,380.8,560,560,17-4491,16-120,0166,SECTION S,,
22,2,1/2/2018,18120005,CD-014715653,164,1,1,,,83.314,111.52,164,164,17-4491,16-120,0200,SECTION S,,
22,2,1/2/2018,18120006,CD-076324009,659,1,1,,,352.476,448.12,659,527,17-4491,16-120,0104,CDIOR,,
22,2,1/3/2018,18120007,CD-008222109,466,1,1,,,248.947,316.88,466,466,17-4491,16-120,0154,CDIOR,,
22,2,1/3/2018,18120008,CD-6924-9,540,1,1,,,287.55,367.2,540,540,17-4491,16-120,0105,CDIOR,,
22,2,1/4/2018,18120009,CD-028512412,149,1,1,,,77.558,101.32,149,119,17-4491,16-120,0249,SECTION S,,
22,2,1/4/2018,18120010,CD-001600009,200,1,1,,,106.946,136,200,200,17-4491,16-120,0100,CDIOR,,
22,2,1/5/2018,18120011,CCP-084055009,1050,1,1,,,561.807,1050,1050,1050,17-4491,16-1203,0387,SECTION S,,
22,2,1/5/2018,18120012,CD-071523439,691,1,1,,,366.841,469.88,691,691,17-4491,16-120,0110,SECTION S,,
22,2,1/5/2018,18120013,CD-002136000,172,1,1,,,91.843,116.96,172,172,17-4491,16-120,0306,CDIOR,,
22,2,1/5/2018,18120013,CD-002116000,172,1,1,,,91.952,116.96,172,172,17-4491,16-120,0306,CDIOR,,
22,2,1/5/2018,18120013,CD-092958001,288,1,1,,,154.043,195.84,288,288,17-4491,16-120,0200,SECTION S,,
22,2,1/5/2018,18120013,CD-077080010,238,1,1,,,127.276,161.84,238,238,17-4491,16-120,0370,SECTION S,,
22,2,1/6/2018,18120014,CCP-095355009,1050,1,1,,,546.687,1050,1050,840,17-4491,16-1203,0383,SECTION S,,
22,2,1/7/2018,18120015,CD-033230022,278,1,1,,,148.693,189.04,278,222,17-4491,16-120,0370,SECTION S,,
22,2,1/7/2018,18120016,CCP-084028009,1500,1,1,,,804.435,1500,1500,1200,17-4491,16-1203,0387,SECTION S,,
22,3,1/2/2018,18130001,CD-074915002,160,1,1,,,85.157,108.8,160,128,02-022,16-120,0370,SECTION S,,
22,3,1/2/2018,18130002,CD-918254000,512,1,1,,,273.883,348.16,512,409,02-022,16-120,0204,SECTION S,,
22,3,1/3/2018,18130003,CD-6324,540,1,1,,,288.17,367.2,540,432,02-022,16-120,0104,CDIOR,,
22,3,1/3/2018,18130004,CD-069797001,168,1,1,,,89.852,114.24,168,168,02-022,16-120,0200,SECTION S,,
22,3,1/4/2018,18130005,CD-077926009,614,1,1,,,328.431,417.52,614,614,02-022,16-120,0159,SECTION S,,
22,3,1/7/2018,18130006,CCP-084055009,1050,1,1,,,561.807,1050,1050,840,02-022,16-1203,0387,SECTION S,,
22,3,1/7/2018,18130007,CD-026623009,367,1,1,,,190.487,249.56,367,293,02-022,16-120,0153,CDIOR,,
22,3,1/7/2018,18130008,CD-099724009,466,1,1,,,247.933,316.88,466,372,02-022,16-120,0150,SECTION S,,
22,4,1/4/2018,18140001,CD-077926009,614,1,1,,,328.431,417.52,614,614,17-4491,16-120,0159,SECTION S,,
22,2,1/8/2018,18120017,CD-071586009,824,1,1,,,437.984,560.32,824,659,17-4491,16-120,0110,SECTION S,,
22,2,1/8/2018,18120018,CD-002436000,172,2,1,,,91.872,116.96,172,137.5,17-4491,16-120,0306,CDIOR,,
22,2,1/9/2018,18120019,CCP-090955009,1050,1,1,,,551.641,1050,1050,840,17-4491,16-1203,0001,SECTION S,,
22,2,1/9/2018,18120020,CD-072035020,263,1,1,,,140.658,178.84,263,210,17-4491,16-120,0370,SECTION S,,
22,2,1/9/2018,18120021,CCP-084028009,1500,1,1,,,804.435,1500,1500,1200,17-4491,16-1203,0387,SECTION S,,
22,2,1/9/2018,18120022,CD-029433000,691,1,1,,,350.032,469.88,691,552,17-4491,16-120,0347,SECTION S,,
22,3,1/9/2018,18130009,CD-077080010,238,1,1,,,127.276,161.84,238,190,02-022,16-120,0370,SECTION S,,
22,3,1/9/2018,18130010,CD-039532800,451,1,1,,,241.189,306.68,451,360.5,02-022,16-120,0373,SECTION S,,
22,3,1/9/2018,18130010,CD-039241004,451,1,1,,,241.312,306.68,451,360.5,02-022,16-120,0373,SECTION S,,
22,4,1/9/2018,18140002,CD-002436000,172,1,1,,,91.872,116.96,172,172,17-4491,16-120,0306,CDIOR,,
14,2,1/6/2018,18120015,CD-069725099,168,1,1,,,87.57,114.24,168,134.43948,17-449,16-120,0200,CDIOR,,
14,2,1/6/2018,18120015,CD-034052000,337,1,1,,,180.177,229.16,337,269.6792,17-449,16-120,0354,CDIOR,,
14,2,1/6/2018,18120015,CD-002645660,173,1,1,,,92.635,117.64,173,138.44066,17-449,16-120,0243,SECTION S,,
14,2,1/6/2018,18120015,CD-002645448,173,1,1,,,91.376,117.64,173,138.44066,17-449,16-120,0243,SECTION S,,
14,2,1/6/2018,18120016,CD-014814818,297,1,1,,,156.201,201.96,297,240,17-449,16-120,0200,SECTION S,,
14,2,1/6/2018,18120017,CD-070695030,401,1,1,,,214.44,272.68,401,320,17-449,16-120,0347,SECTION S,,
14,2,1/7/2018,18120018,CD-002867001,173,1,1,,,92.54,117.64,173,138,17-449,16-120,0235,CDIOR,,
14,2,1/7/2018,18120019,CD-091514009,569,1,1,,,302.171,386.92,569,455,17-449,16-120,0110,SECTION S,,
14,2,1/8/2018,18120020,CD-077530095,173,1,1,,,91.883,117.64,173,173,17-449,16-120,0200,SECTION S,,
14,2,1/9/2018,18120021,CD-074910003,155,3,1,,,82.805,105.4,155,124,17-449,16-120,0211,CDIOR,,
14,2,1/9/2018,18120022,CD-077135169,118,1,1,,,63.118,80.24,118,94,17-449,16-120,0223,SECTION S,,
14,2,1/9/2018,18120023,CD-073920099,118,1,1,,,62.871,80.24,118,101.4965,17-449,16-120,0200,SECTION S,,
14,2,1/9/2018,18120023,CD-069715090,168,1,1,,,89.784,114.24,168,144.5035,17-449,16-120,0200,CDIOR,,
14,2,1/9/2018,18120024,CD-073920099,118,1,1,,,62.871,80.24,118,88.70629,17-449,16-120,0200,SECTION S,,
14,2,1/9/2018,18120024,CD-069715090,168,1,1,,,89.784,114.24,168,126.29371,17-449,16-120,0200,CDIOR,,
14,2,1/10/2018,18120025,CD-378045000,466,1,1,,,249.256,316.88,466,389,17-449,16-120,0159,SECTION S,,
14,2,1/10/2018,18120026,CD-068922009,332,1,1,,,156.227,225.76,332,265,17-449,16-120,0159,SECTION S,,
14,2,1/10/2018,18120027,CD-091512009,395,1,1,,,211.311,268.6,395,316,17-449,16-120,0110,SECTION S,,
14,2,1/11/2018,18120028,CD-091514009,569,1,1,,,302.171,386.92,569,455,17-449,16-120,0110,SECTION S,,
14,2,1/11/2018,18120029,CD-077926009,614,1,1,,,328.431,417.52,614,491,17-449,16-120,0159,SECTION S,,
14,2,1/12/2018,18120030,CD-000835000,259,1,1,,,138.495,176.12,259,259,17-449,16-120,0109,SECTION S,,
14,2,1/12/2018,18120030,CD-008344409,659,1,1,,,336.627,448.12,659,659,17-449,16-120,0109,SECTION S,,
14,2,1/13/2018,18120031,CD-002708001,165,1,1,,,88.281,112.2,165,165,17-449,16-120,0235,SECTION S,,
14,2,1/13/2018,18120032,CD-000834000,259,1,1,,,138.504,176.12,259,207,17-449,16-120,0170,SECTION S,,
14,2,1/13/2018,18120033,CCP-095355009,1050,1,1,,,546.687,1050,1050,840,17-449,16-1203,0383,SECTION S,,
14,2,1/13/2018,18120034,CCP-084028009,1500,1,1,,,804.435,1500,1500,1200,17-449,16-1203,0387,SECTION S,,
14,3,1/8/2018,18130003,CD-000355661,128,1,1,,,67.6,87.04,128,102.33333,02-014,16-120,0231,SECTION S,,
14,3,1/8/2018,18130003,CD-000355754,128,1,1,,,66.336,87.04,128,102.33333,02-014,16-120,0231,SECTION S,,
14,3,1/8/2018,18130003,CD-000355970,128,1,1,,,68.476,87.04,128,102.33333,02-014,16-120,0231,SECTION S,,
14,3,1/12/2018,18130004,CD-000835000,259,1,1,,,138.495,176.12,259,207.08715,02-014,16-120,0109,SECTION S,,
14,3,1/12/2018,18130004,CD-008344409,659,1,1,,,336.627,448.12,659,526.91285,02-014,16-120,0109,SECTION S,,
14,3,1/13/2018,18130005,CD-088055001,165,2,1,,,88.195,112.2,165,132,02-014,16-120,0211,SECTION S,,
14,4,1/9/2018,18140004,CD-073920099,118,1,1,,,62.871,80.24,118,101.4965,17-449,16-120,0200,SECTION S,,
14,4,1/9/2018,18140004,CD-069715090,168,1,1,,,89.784,114.24,168,144.5035,17-449,16-120,0200,CDIOR,,
14,4,1/12/2018,18140005,CD-000835000,259,1,1,,,138.495,176.12,259,259,17-449,16-120,0109,SECTION S,,
14,4,1/12/2018,18140005,CD-008344409,659,1,1,,,336.627,448.12,659,659,17-449,16-120,0109,SECTION S,,
8,2,1/7/2018,18120001,CD-004153009,160,1,1,,,175.314,160,160,144,17-4523,16-120,0110,CDIOR,,
8,3,1/2/2018,18130002,CD-004153009,160,1,1,,,175.314,160,160,136,02-08,16-120,0110,CDIOR,,
22,2,1/10/2018,18120023,CD-041542409,659,1,1,,,352.491,448.12,659,527,17-4491,16-120,0110,SECTION S,,
22,2,1/10/2018,18120024,CCP-095328009,1500,1,1,,,791.705,1500,1500,1200,17-4491,16-1203,0383,SECTION S,,
22,2,1/10/2018,18120025,CD-008224109,659,1,1,,,344.459,448.12,659,527,17-4491,16-120,0154,CDIOR,,
22,2,1/10/2018,18120026,CD-077080050,238,1,1,,,127.276,161.84,238,178,17-4491,16-120,0370,SECTION S,,
22,2,1/11/2018,18120027,CD-010264000,215,1,1,,,115.001,146.2,215,172,17-4491,16-120,0154,CDIOR,,
22,2,1/11/2018,18120027,CD-054015864,215,1,1,,,115.001,146.2,215,172,17-4491,16-120,0110,CDIOR,,
22,2,1/11/2018,18120028,CD-032622889,377,2,1,,,201.622,256.36,377,377,17-4491,16-120,0100,SECTION S,,
22,2,1/11/2018,18120029,CD-001735009,215,1,1,,,114.999,146.2,215,172,17-4491,16-120,0170,SECTION S,,
22,2,1/12/2018,18120030,CD-001600009,200,2,1,,,106.946,136,200,190,17-4491,16-120,0100,CDIOR,,
22,2,1/13/2018,18120031,CCP-095328009,1500,1,1,,,791.705,1500,1500,1200,17-4491,16-1203,0383,SECTION S,,
22,2,1/13/2018,18120032,CD-062872009,377,1,1,,,201.611,256.36,377,301.42112,17-4491,16-120,0170,SECTION S,,
22,2,1/13/2018,18120032,CD-041242009,466,1,1,,,249.241,316.88,466,372.57888,17-4491,16-120,0100,SECTION S,,
22,2,1/13/2018,18120033,CD-032624889,540,1,1,,,287.743,367.2,540,432,17-4491,16-120,0100,SECTION S,,
22,2,1/13/2018,18120034,CD-918251000,804,1,1,,,430.071,546.72,804,643,17-4491,16-120,0204,SECTION S,,
22,2,1/13/2018,18120035,CCP-095428009,1500,1,1,,,775.24,1500,1500,1200,17-4491,16-1203,0382,SECTION S,,
22,2,1/14/2018,18120036,CD-002867006,173,1,1,,,93.185,117.64,173,173,17-4491,16-120,0250,SECTION S,,
22,2,1/14/2018,18120037,CD-002515000,172,1,1,,,83.833,116.96,172,137.6,17-4491,16-120,0306,CDIOR,,
22,2,1/14/2018,18120037,CD-092958001,288,1,1,,,154.043,195.84,288,230.4,17-4491,16-120,0200,SECTION S,,
22,2,1/14/2018,18120037,CD-092358001,375,1,1,,,199.865,255,375,300,17-4491,16-120,0270,SECTION S,,
22,2,1/14/2018,18120038,CD-076324009,659,1,1,,,352.476,448.12,659,527,17-4491,16-120,0104,CDIOR,,
22,3,1/10/2018,18130011,CD-071586009,824,1,1,,,437.984,560.32,824,659,02-022,16-120,0110,SECTION S,,
22,3,1/11/2018,18130012,CD-092957002,164,1,1,,,87.732,111.52,164,131,02-022,16-120,0211,SECTION S,,
22,3,1/11/2018,18130013,CD-032622889,377,2,1,,,201.622,256.36,377,301.5,02-022,16-120,0100,SECTION S,,
22,3,1/12/2018,18130014,CCP-095355009,1050,1,1,,,546.687,1050,1050,840,02-022,16-1203,0383,SECTION S,,
22,3,1/14/2018,18130015,CD-001800000,168,1,1,,,89.232,114.24,168,134,02-022,16-120,0159,SECTION S,,
22,3,1/15/2018,18130016,CD-086623009,512,2,1,,,273.894,348.16,512,512,02-022,16-120,0153,SECTION S,,
22,3,1/15/2018,18130017,CD-091512009,395,1,1,,,211.311,268.6,395,316,02-022,16-120,0110,SECTION S,,
22,4,1/11/2018,18140003,CD-032622889,377,2,1,,,201.622,256.36,377,377,17-4491,16-120,0100,SECTION S,,
22,4,1/12/2018,18140004,CD-032622889,377,1,1,,,201.622,256.36,377,377,17-4491,16-120,0100,SECTION S,,
8,2,1/9/2018,18120002,CD-004158009,225,2,1,,,245.053,225,225,202.5,17-4523,16-120,0110,CDIOR,,
8,2,1/9/2018,18120003,CD-004158009,225,3,1,,,245.053,225,225,202.33333,17-4523,16-120,0110,CDIOR,,
8,2,1/9/2018,18120004,CD-004158009,225,1,1,,,245.053,225,225,225,17-4523,16-120,0110,CDIOR,,
8,2,1/10/2018,18120005,CD-065125800,195,1,1,,,211.262,195,195,175,17-4523,16-120,0117,CDIOR,,
